feature,level,encounters,patients,positives,negatives,rate,cluster_se,ci_low,ci_high,sparse
num_procedures,0,41746,32484,4560,37186,0.1092320222296747,0.001741616809163256,0.10581851600884515,0.11264552845050424,False
num_procedures,1,18654,16406,2265,16389,0.12142167899646189,0.0026084291861586425,0.11630925173536782,0.12653410625755596,False
num_procedures,2,11355,10586,1252,10103,0.110259797446059,0.003020722846735622,0.10433928945917988,0.11618030543293813,False
num_procedures,3+,18947,17136,1977,16970,0.10434369557185834,0.0022923748907556114,0.0998507233469134,0.10883666779680327,False
number_diagnoses,1–4,8573,7983,641,7932,0.07476962556864575,0.0037142525674423053,0.06748982430697341,0.08204942683031809,False
number_diagnoses,5–6,19197,17248,1806,17391,0.09407719956243163,0.0022310891205676855,0.08970434523981982,0.09845005388504344,False
number_diagnoses,7–8,18589,16604,2062,16527,0.11092581634299854,0.00241204866549043,0.1061982878296794,0.11565334485631769,False
number_diagnoses,9+,44343,32714,5545,38798,0.12504792188169497,0.0017836209538766715,0.12155208905002572,0.12854375471336424,False
age,[0-10),148,142,3,145,0.02027027027027027,,,,True
age,[10-20),655,512,39,616,0.059541984732824425,0.010676881780360322,0.038615680976126304,0.08046828848952255,False
age,[20-30),1562,1085,224,1338,0.14340588988476313,0.018777150430715237,0.10660335130827052,0.18020842846125573,False
age,[30-40),3499,2551,388,3111,0.11088882537867963,0.007187188004739483,0.09680219573927196,0.1249754550180873,False
age,[40-50),8795,6449,895,7900,0.10176236498010233,0.004381483510720367,0.09317481510023429,0.11034991485997037,False
age,[50-60),15500,11631,1465,14035,0.09451612903225806,0.002882988332757638,0.08886557573220391,0.10016668233231221,False
age,[60-70),20090,14835,2224,17866,0.11070184171229468,0.0024762089963938083,0.10584856126116875,0.1155551221634206,False
age,[70-80),22909,16693,2673,20236,0.11667903444061285,0.0023117870565356495,0.11214801506987712,0.12121005381134858,False
age,[80-90),15118,10741,1858,13260,0.12289985447810557,0.0028169573396451693,0.11737871954641528,0.12842098940979588,False
age,[90-100),2426,1792,285,2141,0.11747732893652102,0.007054362305566689,0.10365103288371337,0.13130362498932865,False
gender,Female,48993,34773,5437,43556,0.11097503725021941,0.0017288078833791012,0.10758663606260746,0.11436343843783137,False
gender,Male,41706,30270,4617,37089,0.11070349589987052,0.0017749910239015113,0.10722457742014169,0.11418241437959936,False
gender,Unknown/Invalid,3,3,0,3,0.0,,,,True
race,AfricanAmerican,17030,11798,1873,15157,0.10998238402818555,0.0028740239393790644,0.10434940061629666,0.11561536744007445,False
race,Asian,579,474,61,518,0.10535405872193437,0.015228138530386934,0.07550745565078928,0.13520066179307946,False
race,Caucasian,67856,48660,7651,60205,0.11275347795331289,0.0014455755641481942,0.10992020191065126,0.11558675399597453,False
race,Hispanic,1817,1410,182,1635,0.10016510731975785,0.008064300077237019,0.08435936960784972,0.11597084503166598,False
race,Other,1335,1091,121,1214,0.09063670411985018,0.008219258741003323,0.07452725300786765,0.10674615523183272,False
race,Unknown,2085,1828,166,1919,0.07961630695443644,0.0063331179187037364,0.06720362392393187,0.09202898998494102,False
admission_type_id,1,48051,36029,5559,42492,0.11568957982143972,0.001696040617178271,0.11236540129545322,0.11901375834742622,False
admission_type_id,2,16844,14097,1868,14976,0.11090002374732842,0.002654961516430394,0.105696394794785,0.11610365269987184,False
admission_type_id,3,17109,14912,1681,15428,0.09825238178736338,0.0024234403912585605,0.09350252590181694,0.10300223767290982,False
admission_type_id,4,10,10,1,9,0.1,,,,True
admission_type_id,5,4346,3106,462,3884,0.1063046479521399,0.005159008549768124,0.09619317699866016,0.11641611890561963,False
admission_type_id,6,4010,3570,456,3554,0.11371571072319202,0.005137814026402512,0.10364578027217837,0.12378564117420567,False
admission_type_id,7,17,17,0,17,0.0,,,,True
admission_type_id,8,315,313,27,288,0.08571428571428572,0.01580758485957191,0.054731988706964135,0.1166965827216073,False
admission_source_id,1,26992,23091,2774,24218,0.10277119146413752,0.0019853885537051415,0.09887990140355737,0.10666248152471766,False
admission_source_id,10,8,8,0,8,0.0,,,,True
admission_source_id,11,2,2,0,2,0.0,,,,True
admission_source_id,13,1,1,0,1,0.0,,,,True
admission_source_id,14,2,2,0,2,0.0,,,,True
admission_source_id,17,5874,4455,609,5265,0.10367722165474974,0.004411175661806496,0.09503147622812938,0.1123229670813701,False
admission_source_id,2,939,903,90,849,0.09584664536741214,0.009790906847377231,0.07665682057056616,0.11503647016425811,False
admission_source_id,20,157,153,21,136,0.1337579617834395,0.027162118684110566,0.08052118741878031,0.18699473614809867,False
admission_source_id,22,11,11,1,10,0.09090909090909091,,,,True
admission_source_id,25,2,2,0,2,0.0,,,,True
admission_source_id,3,93,87,17,76,0.1827956989247312,0.041228246756958555,0.10198982013536216,0.2636015777141002,False
admission_source_id,4,2487,2434,196,2291,0.07880981101728991,0.005373126341760331,0.06827867690305621,0.08934094513152362,False
admission_source_id,5,675,610,80,595,0.11851851851851852,0.012540308740023655,0.0939399650330593,0.14309707200397775,False
admission_source_id,6,2076,1834,178,1898,0.08574181117533719,0.006263392324453082,0.07346578779836455,0.09801783455230983,False
admission_source_id,7,51255,37504,6075,45180,0.11852502194907814,0.00170146873073984,0.11519020451600698,0.12185983938214931,False
admission_source_id,8,10,10,1,9,0.1,,,,True
admission_source_id,9,118,114,12,106,0.1016949152542373,0.027790064235132857,0.04722739022532227,0.15616244028315232,False
discharge_disposition_id,1,60234,46979,5602,54632,0.09300395125676528,0.0014244072240623728,0.09021216439828435,0.0957957381152462,False
discharge_disposition_id,16,11,9,0,11,0.0,,,,True
discharge_disposition_id,17,14,14,0,14,0.0,,,,True
discharge_disposition_id,22,1993,1896,552,1441,0.2769693928750627,0.01016420535192593,0.25704791645381864,0.2968908692963068,False
discharge_disposition_id,24,48,43,7,41,0.14583333333333334,,,,True
discharge_disposition_id,3,13954,10887,2046,11908,0.14662462376379531,0.003061994472275374,0.14062322487727485,0.15262602265031577,False
discharge_disposition_id,4,815,720,104,711,0.1276073619631902,0.012265502102662309,0.10356741958967178,0.15164730433670862,False
discharge_disposition_id,6,12902,10874,1638,11264,0.12695706092078748,0.0032002978627372718,0.12068459237002192,0.13322952947155303,False
discharge_disposition_id,7,623,570,90,533,0.14446227929373998,0.014376048988006157,0.11628574103726443,0.17263881755021554,False
discharge_disposition_id,8,108,104,15,93,0.1388888888888889,0.03544779994952683,0.0694124776566356,0.20836530012114218,False
change,Ch,42858,32431,5041,37817,0.11762098091371506,0.001849644409712996,0.11399574448647175,0.12124621734095838,False
change,No,47844,38246,5013,42831,0.10477802859292701,0.0015600445719607483,0.10172039741760674,0.10783565976824727,False
diabetesMed,No,20012,17042,1925,18087,0.09619228462922247,0.0022865299512541846,0.09171076827519214,0.10067380098325279,False
diabetesMed,Yes,70690,51468,8129,62561,0.11499504880463998,0.0014179928883340412,0.11221583381317134,0.11777426379610863,False
insulin,Down,11195,9006,1562,9633,0.13952657436355514,0.003645862852229386,0.13238081448061306,0.14667233424649723,False
insulin,No,41124,33343,4040,37084,0.09823947086859255,0.001614847418555659,0.09507442808769599,0.10140451364948912,False
insulin,Steady,28064,23604,3099,24965,0.11042616875712656,0.0019990146991999418,0.10650817194212851,0.11434416557212461,False
insulin,Up,10319,8359,1353,8966,0.131117356332978,0.0039061995750240613,0.12346134584950517,0.1387733668164508,False
weight,>200,3,3,0,3,0.0,,,,True
weight,Unknown,87689,62363,9719,77970,0.11083488236837004,0.0012665210366779843,0.10835254675081886,0.11331721798592122,False
weight,[0-25),46,45,8,38,0.17391304347826086,,,,True
weight,[100-125),604,568,62,542,0.10264900662251655,0.012178769650572609,0.07877905673138479,0.1265189565136483,False
weight,[125-150),140,131,12,128,0.08571428571428572,0.02375551473204776,0.03915433240526145,0.13227423902330998,False
weight,[150-175),33,33,3,30,0.09090909090909091,,,,True
weight,[175-200),11,10,1,10,0.09090909090909091,,,,True
weight,[25-50),85,82,7,78,0.08235294117647059,,,,True
weight,[50-75),824,752,99,725,0.12014563106796117,0.012620839562082384,0.09540924007162144,0.1448820220643009,False
weight,[75-100),1267,1175,143,1124,0.11286503551696922,0.008900324543275715,0.09542071996143092,0.13030935107250752,False
medical_specialty,AllergyandImmunology,5,5,2,3,0.4,,,,True
medical_specialty,Anesthesiology,12,11,1,11,0.08333333333333333,,,,True
medical_specialty,Anesthesiology-Pediatric,18,17,1,17,0.05555555555555555,,,,True
medical_specialty,Cardiology,4954,4465,396,4558,0.07993540573274122,0.0038757350356123715,0.0723391046493209,0.08753170681616153,False
medical_specialty,Cardiology-Pediatric,7,7,1,6,0.14285714285714285,,,,True
medical_specialty,DCPTEAM,5,5,0,5,0.0,,,,True
medical_specialty,Dentistry,4,4,0,4,0.0,,,,True
medical_specialty,Dermatology,1,1,0,1,0.0,,,,True
medical_specialty,Emergency/Trauma,7025,4804,782,6243,0.11131672597864768,0.004912197315872643,0.10168899615458298,0.12094445580271239,False
medical_specialty,Endocrinology,108,102,6,102,0.05555555555555555,,,,True
medical_specialty,Endocrinology-Metabolism,8,7,1,7,0.125,,,,True
medical_specialty,Family/GeneralPractice,6395,5345,754,5641,0.11790461297888975,0.004274139327560613,0.10952745383196472,0.1262817721258148,False
medical_specialty,Gastroenterology,504,462,54,450,0.10714285714285714,0.013711146341892928,0.0802695041259889,0.13401621015972537,False
medical_specialty,Gynecology,58,57,0,58,0.0,,,,True
medical_specialty,Hematology,75,49,26,49,0.3466666666666667,0.0686087589940205,0.21219597001439805,0.4811373633189353,False
medical_specialty,Hematology/Oncology,173,129,38,135,0.21965317919075145,0.03189306744291128,0.1571439156461384,0.2821624427353645,False
medical_specialty,Hospitalist,56,54,3,53,0.05357142857142857,,,,True
medical_specialty,InfectiousDiseases,36,36,8,28,0.2222222222222222,,,,True
medical_specialty,InternalMedicine,13409,11123,1509,11900,0.11253635617868596,0.0029635667740861996,0.10672787203569746,0.11834484032167446,False
medical_specialty,Nephrology,1451,996,233,1218,0.160578911095796,0.011690349163508099,0.13766624776862219,0.18349157442296982,False
medical_specialty,Neurology,192,181,11,181,0.057291666666666664,0.016722871696749336,0.024515440422953755,0.09006789291037957,False
medical_specialty,Neurophysiology,1,1,0,1,0.0,,,,True
medical_specialty,Obsterics&Gynecology-GynecologicOnco,19,19,1,18,0.05263157894736842,,,,True
medical_specialty,Obstetrics,19,19,1,18,0.05263157894736842,,,,True
medical_specialty,ObstetricsandGynecology,630,591,31,599,0.049206349206349205,0.009173011105147996,0.03122757781047318,0.06718512060222523,False
medical_specialty,Oncology,310,237,62,248,0.2,0.025763906975188152,0.14950367022759098,0.25049632977240904,False
medical_specialty,Ophthalmology,38,37,2,36,0.05263157894736842,,,,True
medical_specialty,Orthopedics,1136,1052,115,1021,0.10123239436619719,0.00910847499135354,0.08338011142906047,0.1190846773033339,False
medical_specialty,Orthopedics-Reconstructive,1072,1019,76,996,0.0708955223880597,0.008210160480813364,0.05480390353837146,0.08698714123774794,False
medical_specialty,Osteopath,30,30,3,27,0.1,,,,True
medical_specialty,Otolaryngology,104,104,1,103,0.009615384615384616,,,,True
medical_specialty,OutreachServices,12,12,1,11,0.08333333333333333,,,,True
medical_specialty,Pathology,14,14,1,13,0.07142857142857142,,,,True
medical_specialty,Pediatrics,203,192,10,193,0.04926108374384237,0.015200498144382367,0.019468654833785015,0.07905351265389972,False
medical_specialty,Pediatrics-AllergyandImmunology,3,2,0,3,0.0,,,,True
medical_specialty,Pediatrics-CriticalCare,81,72,2,79,0.024691358024691357,,,,True
medical_specialty,Pediatrics-EmergencyMedicine,3,3,0,3,0.0,,,,True
medical_specialty,Pediatrics-Endocrinology,145,138,1,144,0.006896551724137931,,,,True
medical_specialty,Pediatrics-Hematology-Oncology,4,3,1,3,0.25,,,,True
medical_specialty,Pediatrics-InfectiousDiseases,1,1,0,1,0.0,,,,True
medical_specialty,Pediatrics-Neurology,10,10,0,10,0.0,,,,True
medical_specialty,Pediatrics-Pulmonology,24,7,2,22,0.08333333333333333,,,,True
medical_specialty,Perinatology,1,1,0,1,0.0,,,,True
medical_specialty,PhysicalMedicineandRehabilitation,246,239,25,221,0.1016260162601626,0.019869232262747186,0.06268303662471685,0.14056899589560834,False
medical_specialty,PhysicianNotFound,10,10,2,8,0.2,,,,True
medical_specialty,Podiatry,99,88,10,89,0.10101010101010101,0.031901914237878866,0.038483498065972885,0.16353670395422915,False
medical_specialty,Proctology,1,1,0,1,0.0,,,,True
medical_specialty,Psychiatry,760,649,69,691,0.09078947368421053,0.011529915108793316,0.06819125532617142,0.11338769204224965,False
medical_specialty,Psychiatry-Addictive,1,1,0,1,0.0,,,,True
medical_specialty,Psychiatry-Child/Adolescent,6,6,1,5,0.16666666666666666,,,,True
medical_specialty,Psychology,87,81,5,82,0.05747126436781609,,,,True
medical_specialty,Pulmonology,812,712,91,721,0.11206896551724138,0.011542871807774939,0.08944535249583976,0.134692578538643,False
medical_specialty,Radiologist,1098,1006,99,999,0.09016393442622951,0.008681812312290696,0.07314789497360334,0.10717997387885568,False
medical_specialty,Radiology,45,43,8,37,0.17777777777777778,,,,True
medical_specialty,Resident,2,2,1,1,0.5,,,,True
medical_specialty,Rheumatology,12,12,2,10,0.16666666666666666,,,,True
medical_specialty,Speech,1,1,0,1,0.0,,,,True
medical_specialty,SportsMedicine,1,1,0,1,0.0,,,,True
medical_specialty,Surgeon,45,44,4,41,0.08888888888888889,,,,True
medical_specialty,Surgery-Cardiovascular,98,97,6,92,0.061224489795918366,,,,True
medical_specialty,Surgery-Cardiovascular/Thoracic,592,552,40,552,0.06756756756756757,0.010227248995384524,0.04752252787569046,0.08761260725944468,False
medical_specialty,Surgery-Colon&Rectal,9,8,1,8,0.1111111111111111,,,,True
medical_specialty,Surgery-General,2895,2658,331,2564,0.11433506044905009,0.006153420777786889,0.10227457734286735,0.12639554355523283,False
medical_specialty,Surgery-Maxillofacial,8,8,0,8,0.0,,,,True
medical_specialty,Surgery-Neuro,402,377,26,376,0.06467661691542288,0.012010726749684734,0.04113602505788899,0.08821720877295677,False
medical_specialty,Surgery-Pediatric,8,8,0,8,0.0,,,,True
medical_specialty,Surgery-Plastic,39,37,7,32,0.1794871794871795,,,,True
medical_specialty,Surgery-PlasticwithinHeadandNeck,1,1,0,1,0.0,,,,True
medical_specialty,Surgery-Thoracic,106,106,11,95,0.10377358490566038,0.029761692857236094,0.04544173878653468,0.16210543102478608,False
medical_specialty,Surgery-Vascular,518,456,73,445,0.14092664092664092,0.016299141094517387,0.1089809114024501,0.17287237045083176,False
medical_specialty,SurgicalSpecialty,33,30,2,31,0.06060606060606061,,,,True
medical_specialty,Unknown,43794,32145,5047,38747,0.11524409736493584,0.0017750519151720685,0.11176505954050973,0.11872313518936194,False
medical_specialty,Urology,617,571,57,560,0.09238249594813615,0.01226856160965479,0.06833655705110202,0.11642843484517028,False
payer_code,BC,4413,3503,407,4006,0.09222750963063675,0.005713696614485875,0.08102887004765601,0.1034261492136175,False
payer_code,CH,141,122,12,129,0.0851063829787234,0.02557774248751103,0.03497492889736187,0.13523783706008494,False
payer_code,CM,1822,1431,186,1636,0.10208562019758508,0.0076618427419220874,0.08706868436820817,0.11710255602696198,False
payer_code,CP,2379,2020,202,2177,0.08490962589323245,0.006362682913389007,0.07243899653794161,0.09738025524852328,False
payer_code,DM,527,390,61,466,0.1157495256166983,0.02207652373337234,0.07248033419544479,0.15901871703795178,False
payer_code,FR,1,1,0,1,0.0,,,,True
payer_code,HM,5889,4097,607,5282,0.10307352691458652,0.005045654856477583,0.09318422511747085,0.11296282871170218,False
payer_code,MC,30135,20614,3603,26532,0.11956197112991539,0.0021068985681237263,0.11543252581731388,0.1236914164425169,False
payer_code,MD,3350,2388,396,2954,0.1182089552238806,0.006945322872137814,0.1045963725334882,0.131821537914273,False
payer_code,MP,74,55,6,68,0.08108108108108109,,,,True
payer_code,OG,960,678,131,829,0.13645833333333332,0.018159719805055662,0.1008659365460855,0.17205073012058114,False
payer_code,OT,90,63,7,83,0.07777777777777778,,,,True
payer_code,PO,576,471,43,533,0.07465277777777778,0.011898635008489061,0.051331881695951785,0.09797367385960376,False
payer_code,SI,53,38,7,46,0.1320754716981132,,,,True
payer_code,SP,4760,3752,483,4277,0.10147058823529412,0.0049497004573460365,0.09176935360463445,0.11117182286595378,False
payer_code,UN,2307,2028,208,2099,0.09016038144776767,0.007024257238164619,0.07639309024282023,0.1039276726527151,False
payer_code,Unknown,33090,26718,3690,29400,0.1115140525838622,0.0018958908156504783,0.107798174866567,0.1152299303011574,False
payer_code,WC,135,128,5,130,0.037037037037037035,,,,True
A1Cresult,>7,3395,3275,343,3052,0.10103092783505155,0.005196917184949968,0.09084515732191233,0.11121669834819077,False
A1Cresult,>8,7326,6669,683,6643,0.09322959322959323,0.003576099355503414,0.08622056728766965,0.10023861917151682,False
A1Cresult,None,75443,55234,8598,66845,0.11396683588934692,0.001362783087643061,0.11129583011882623,0.11663784165986761,False
A1Cresult,Norm,4538,4314,430,4108,0.09475539885412076,0.004413111890593532,0.08610585848881197,0.10340493921942956,False
max_glu_serum,>200,1198,1039,159,1039,0.1327212020033389,0.00984536029025867,0.1134246504196111,0.1520177535870667,False
max_glu_serum,>300,1052,838,158,894,0.15019011406844107,0.012788693148680868,0.12512473608769242,0.17525549204918972,False
max_glu_serum,None,86216,62125,9482,76734,0.10997958615570196,0.0012684895159188751,0.10749339238973431,0.1124657799216696,False
max_glu_serum,Norm,2236,1766,255,1981,0.11404293381037567,0.0069818146901237535,0.10035882847100044,0.1277270391497509,False
