feature,level,encounters,patients,positives,negatives,rate,cluster_se,ci_low,ci_high,sparse
diag_1,574,910,896,80,830,0.08791208791208792,0.00929237649528278,0.06969936465054714,0.1061248111736287,False
diag_1,518,850,774,100,750,0.11764705882352941,0.011659343525331139,0.09479516543050012,0.1404989522165587,False
diag_1,560,813,710,85,728,0.1045510455104551,0.010645879038811068,0.08368550601061553,0.12541658501029468,False
diag_1,296,810,703,65,745,0.08024691358024691,0.0101476934848512,0.060357799823786806,0.10013602733670701,False
diag_1,440,757,707,119,638,0.1571994715984148,0.013276554106658015,0.13117790371056776,0.18322103948626184,False
diag_1,998,707,680,79,628,0.11173974540311174,0.011673664544770274,0.08885978332775984,0.13461970747846363,False
diag_1,722,705,679,43,662,0.06099290780141844,0.010423008181078067,0.040564187155939097,0.08142162844689778,False
diag_1,433,698,665,66,632,0.09455587392550144,0.011079757449953499,0.07283994836615323,0.11627179948484964,False
diag_1,578,612,582,67,545,0.10947712418300654,0.01279329787028985,0.08440272111374547,0.1345515272522676,False
diag_1,789,533,514,61,472,0.11444652908067542,0.014031334942993998,0.08694561793738881,0.14194744022396202,False
diag_1,453,507,488,54,453,0.10650887573964497,0.013841878484297026,0.07937929243204295,0.133638459047247,False
diag_1,530,499,488,45,454,0.09018036072144289,0.013317482881058544,0.06407857390983944,0.11628214753304635,False
diag_1,8,485,446,71,414,0.1463917525773196,0.01628533523244717,0.11447308204556192,0.17831042310907727,False
diag_1,403,474,444,72,402,0.1518987341772152,0.016698852799776787,0.11916958410651686,0.18462788424791354,False
diag_1,507,459,425,79,380,0.1721132897603486,0.017544685833275796,0.13772633740705792,0.20650024211363927,False
diag_1,402,426,411,47,379,0.11032863849765258,0.015027111323880578,0.08087604151117264,0.13978123548413252,False
diag_1,724,412,409,37,375,0.08980582524271845,0.014037466017354632,0.06229289741449847,0.11731875307093842,False
diag_1,535,411,405,34,377,0.0827250608272506,0.013550181666371845,0.05616719277718686,0.10928292887731435,False
diag_1,415,404,394,38,366,0.09405940594059406,0.014419531800989071,0.0657976429367255,0.12232116894446261,False
diag_1,295,403,296,37,366,0.09181141439205956,0.015507425524916385,0.06141741887028632,0.1222054099138328,False
diag_1,458,388,376,37,351,0.09536082474226804,0.014868027170618726,0.06622002696669238,0.12450162251784369,False
diag_1,278,368,366,18,350,0.04891304347826087,0.011261960763353476,0.026840005986784852,0.0709860809697369,False
diag_1,997,365,342,34,331,0.09315068493150686,0.014814315258642212,0.06411516056894595,0.12218620929406776,False
diag_1,285,331,318,45,286,0.13595166163141995,0.020012431082426434,0.09672801746677422,0.17517530579606566,False
diag_1,592,330,312,32,298,0.09696969696969697,0.015652643572030642,0.06629107930567454,0.1276483146337194,False
diag_1,733,329,321,38,291,0.11550151975683891,0.01792481350346921,0.08036953086044205,0.15063350865323577,False
diag_1,162,328,306,36,292,0.10975609756097561,0.0175403845444937,0.07537757557878497,0.14413461954316625,False
diag_1,401,320,306,31,289,0.096875,0.01723617123391711,0.06309272515015718,0.13065727484984282,False
diag_1,558,319,315,39,280,0.12225705329153605,0.018336724245218025,0.08631773417646632,0.15819637240660578,False
diag_1,590,316,301,22,294,0.06962025316455696,0.014802583143959457,0.04060772332423675,0.09863278300487717,False
diag_1,482,310,282,42,268,0.13548387096774195,0.019284542016962395,0.09768686315614625,0.17328087877933765,False
diag_1,280,302,288,30,272,0.09933774834437085,0.017459466484707822,0.06511782284505939,0.13355767384368233,False
diag_1,824,297,292,42,255,0.1414141414141414,0.020326662986353564,0.10157461403500506,0.18125366879327776,False
diag_1,153,272,266,27,245,0.09926470588235294,0.01858035576111386,0.06284787777062847,0.1356815339940774,False
diag_1,648,272,250,21,251,0.07720588235294118,0.017800491634126458,0.0423175598429468,0.11209420486293556,False
diag_1,569,263,253,25,238,0.09505703422053231,0.018458359355240223,0.058879314670563516,0.13123475377050112,False
diag_1,531,260,257,21,239,0.08076923076923077,0.01694864620503571,0.04755049462064933,0.11398796691781221,False
diag_1,426,260,260,25,235,0.09615384615384616,0.018318111806859484,0.060251006747623646,0.13205668556006867,False
diag_1,787,249,243,46,203,0.18473895582329317,0.024850965977378407,0.1360319575266013,0.23344595411998503,False
diag_1,404,245,233,31,214,0.12653061224489795,0.021438374186334763,0.08451217095258864,0.16854905353720726,False
diag_1,197,236,219,41,195,0.17372881355932204,0.026366645242820935,0.12205113849024868,0.2254064886283954,False
diag_1,511,235,221,37,198,0.1574468085106383,0.024278465447274255,0.10986189063408064,0.20503172638719597,False
diag_1,466,224,222,23,201,0.10267857142857142,0.0202463381215549,0.0629964778915035,0.14236066496563934,False
diag_1,571,224,199,40,184,0.17857142857142858,0.027957081254924597,0.12377655619891653,0.23336630094394062,False
diag_1,707,219,209,41,178,0.1872146118721461,0.026935950780195953,0.13442111845361848,0.24000810529067373,False
diag_1,552,219,208,21,198,0.0958904109589041,0.02050816282857617,0.055695150425811746,0.13608567149199646,False
diag_1,V58,219,158,94,125,0.4292237442922374,0.032623642125542515,0.36528258068165037,0.49316490790282447,False
diag_1,812,216,211,22,194,0.10185185185185185,0.02025371059945466,0.062155308523623574,0.1415483951800801,False
diag_1,730,214,201,30,184,0.14018691588785046,0.0243159106384701,0.09252860678515473,0.18784522499054618,False
diag_1,575,206,199,25,181,0.12135922330097088,0.02296088007811765,0.07635672529451706,0.1663617213074247,False
diag_1,572,199,154,41,158,0.20603015075376885,0.026874615886762043,0.1533568715173673,0.2587034299901704,False
diag_1,532,197,193,16,181,0.08121827411167512,0.01911286396227078,0.04375774910421089,0.11867879911913935,False
diag_1,600,196,195,24,172,0.12244897959183673,0.023491521053274265,0.07640644438535475,0.1684915147983187,False
diag_1,411,193,191,19,174,0.09844559585492228,0.021276862737072313,0.05674371118625825,0.14014748052358633,False
diag_1,198,193,176,31,162,0.16062176165803108,0.025721468359020186,0.11020861004486496,0.2110349132711972,False
diag_1,540,187,187,7,180,0.0374331550802139,,,,True
diag_1,805,174,171,19,155,0.10919540229885058,0.024832125165657123,0.06052533131457191,0.15786547328312925,False
diag_1,721,168,168,12,156,0.07142857142857142,0.019928995307479457,0.03236845837784396,0.11048868447929888,False
diag_1,185,165,160,9,156,0.05454545454545454,,,,True
diag_1,331,162,154,18,144,0.1111111111111111,0.02545072566667507,0.061228605424018825,0.1609936167982034,False
diag_1,557,160,158,18,142,0.1125,0.024922744634958065,0.06365231811959335,0.16134768188040666,False
diag_1,618,154,153,4,150,0.025974025974025976,,,,True
diag_1,424,148,144,17,131,0.11486486486486487,0.02619276303693526,0.0635279926568798,0.16620173707284994,False
diag_1,784,144,139,9,135,0.0625,,,,True
diag_1,536,142,129,20,122,0.14084507042253522,0.03038929461040721,0.08128314747055992,0.2004069933745105,False
diag_1,821,140,139,15,125,0.10714285714285714,0.026257197639912334,0.05567969543367887,0.1586060188520354,False
diag_1,174,138,137,11,127,0.07971014492753623,0.022972079671817407,0.03468569612078942,0.12473459373428303,False
diag_1,436,137,136,16,121,0.11678832116788321,0.027567232527446663,0.06275753826064667,0.17081910407511974,False
diag_1,386,135,133,4,131,0.02962962962962963,,,,True
diag_1,444,135,129,22,113,0.16296296296296298,0.03133467883320293,0.1015481209827557,0.22437780494317025,False
diag_1,564,135,133,15,120,0.1111111111111111,0.02720052071425044,0.057799070150444554,0.16442315207177766,False
diag_1,790,133,131,27,106,0.20300751879699247,0.03448183422462456,0.13542436559584775,0.2705906719981372,False
diag_1,553,128,126,9,119,0.0703125,,,,True
diag_1,348,126,123,21,105,0.16666666666666666,0.03563830933283934,0.09681686390440389,0.23651646942892943,False
diag_1,808,125,123,19,106,0.152,0.03340338389062195,0.08653057061261556,0.21746942938738445,False
diag_1,823,121,117,12,109,0.09917355371900827,0.028628252043042986,0.043063210774308816,0.15528389666370773,False
diag_1,218,121,120,1,120,0.008264462809917356,,,,True
diag_1,398,119,110,16,103,0.13445378151260504,0.0353360748935249,0.06519634736628623,0.20371121565892386,False
diag_1,189,114,109,9,105,0.07894736842105263,,,,True
diag_1,515,113,109,14,99,0.12389380530973451,0.030659376749670418,0.06380253109193582,0.1839850795275332,False
diag_1,681,111,109,13,98,0.11711711711711711,0.030421545318353983,0.05749198393909023,0.176742250295144,False
diag_1,728,109,108,12,97,0.11009174311926606,0.029842511645876587,0.05160149508513084,0.16858199115340128,False
diag_1,441,108,104,9,99,0.08333333333333333,,,,True
diag_1,188,107,95,10,97,0.09345794392523364,0.027520251120950568,0.039519242882672494,0.14739664496779478,False
diag_1,431,104,104,10,94,0.09615384615384616,0.02904771501861391,0.039221370884179686,0.15308632142351264,False
diag_1,413,104,103,10,94,0.09615384615384616,0.029078783639277326,0.039160477506630056,0.15314721480106225,False
diag_1,537,102,95,17,85,0.16666666666666666,0.03598877567683921,0.09612996249237073,0.2372033708409626,False
diag_1,345,100,96,7,93,0.07,,,,True
diag_1,182,99,99,5,94,0.050505050505050504,,,,True
diag_1,781,99,98,12,87,0.12121212121212122,0.03301633514316874,0.05650129343000641,0.185922948994236,False
diag_1,443,98,95,21,77,0.21428571428571427,0.04201551284113693,0.13193682232510576,0.29663460624632276,False
diag_1,729,96,96,10,86,0.10416666666666667,0.03134124107007994,0.042738962938522425,0.16559437039481092,False
diag_1,487,96,95,9,87,0.09375,,,,True
diag_1,211,96,96,5,91,0.052083333333333336,,,,True
diag_1,785,95,95,10,85,0.10526315789473684,0.03165351405398113,0.043223410364801394,0.16730290542467227,False
diag_1,459,93,92,8,85,0.08602150537634409,,,,True
diag_1,654,92,92,1,91,0.010869565217391304,,,,True
diag_1,292,92,90,11,81,0.11956521739130435,0.03369496663358041,0.05352429632920794,0.18560613845340077,False
diag_1,274,89,87,11,78,0.12359550561797752,0.034748535326478154,0.05548962786256259,0.19170138337339246,False
diag_1,294,89,88,8,81,0.0898876404494382,,,,True
diag_1,288,88,86,13,75,0.14772727272727273,0.04053471669559932,0.06828068788036366,0.2271738575741818,False
diag_1,726,87,87,3,84,0.034482758620689655,,,,True
diag_1,202,87,81,18,69,0.20689655172413793,0.04847300176585341,0.11189121404051884,0.30190188940775703,False
diag_1,595,87,83,8,79,0.09195402298850575,,,,True
diag_1,593,87,85,17,70,0.19540229885057472,0.043791138217439164,0.10957324510237845,0.28123135259877097,False
diag_1,490,86,86,7,79,0.08139534883720931,,,,True
diag_1,576,86,82,14,72,0.16279069767441862,0.03929657156776497,0.08577083268569861,0.2398105626631386,False
diag_1,437,84,83,10,74,0.11904761904761904,0.03512338255343659,0.05020705422766086,0.18788818386757722,False
diag_1,455,84,83,4,80,0.047619047619047616,,,,True
diag_1,79,83,83,7,76,0.08433734939759036,,,,True
diag_1,782,82,81,6,76,0.07317073170731707,,,,True
diag_1,566,82,81,1,81,0.012195121951219513,,,,True
diag_1,813,81,80,7,74,0.08641975308641975,,,,True
diag_1,287,81,74,14,67,0.1728395061728395,0.039275790290240004,0.09586037173962116,0.24981864060605785,False
diag_1,157,80,79,12,68,0.15,0.039671502681395875,0.07224528353187992,0.22775471646812007,False
diag_1,154,80,76,5,75,0.0625,,,,True
diag_1,346,79,72,3,76,0.0379746835443038,,,,True
diag_1,300,79,75,6,73,0.0759493670886076,,,,True
diag_1,291,78,74,7,71,0.08974358974358974,,,,True
diag_1,852,78,77,10,68,0.1282051282051282,0.03761063046670237,0.05448964705454669,0.2019206093557097,False
diag_1,807,77,73,7,70,0.09090909090909091,,,,True
diag_1,438,76,74,14,62,0.18421052631578946,0.046179189197848344,0.09370097865274563,0.2747200739788333,False
diag_1,626,75,75,3,72,0.04,,,,True
diag_1,425,75,74,5,70,0.06666666666666667,,,,True
diag_1,995,75,73,7,68,0.09333333333333334,,,,True
diag_1,290,71,70,5,66,0.07042253521126761,,,,True
diag_1,723,71,70,3,68,0.04225352112676056,,,,True
diag_1,496,69,67,8,61,0.11594202898550725,,,,True
diag_1,481,68,67,3,65,0.04411764705882353,,,,True
diag_1,432,68,67,7,61,0.10294117647058823,,,,True
diag_1,608,66,63,9,57,0.13636363636363635,,,,True
diag_1,112,66,64,13,53,0.19696969696969696,0.04970701616092066,0.09954573551534208,0.29439365842405185,False
diag_1,585,62,61,8,54,0.12903225806451613,,,,True
diag_1,423,62,61,11,51,0.1774193548387097,0.0481241386246868,0.08309777634731066,0.27174093333010874,False
diag_1,416,62,61,5,57,0.08064516129032258,,,,True
diag_1,642,62,61,6,56,0.0967741935483871,,,,True
diag_1,282,61,20,12,49,0.19672131147540983,,,,True
diag_1,V55,60,60,2,58,0.03333333333333333,,,,True
diag_1,625,60,60,3,57,0.05,,,,True
diag_1,303,60,54,5,55,0.08333333333333333,,,,True
diag_1,447,59,58,10,49,0.1694915254237288,0.049441728835639825,0.07258751757247932,0.2663955332749783,False
diag_1,420,59,58,10,49,0.1694915254237288,0.048429280121543274,0.07457188058830246,0.26441117025915517,False
diag_1,799,59,58,6,53,0.1016949152542373,,,,True
diag_1,711,58,56,6,52,0.10344827586206896,,,,True
diag_1,238,56,52,7,49,0.125,,,,True
diag_1,284,55,50,10,45,0.18181818181818182,0.04924829661065929,0.08529329416134364,0.27834306947502,False
diag_1,567,55,45,14,41,0.2545454545454545,0.056790096193571435,0.14323891132748934,0.3658519977634197,False
diag_1,719,53,52,6,47,0.11320754716981132,,,,True
diag_1,850,53,53,1,52,0.018867924528301886,,,,True
diag_1,241,52,52,5,47,0.09615384615384616,,,,True
diag_1,53,52,52,6,46,0.11538461538461539,,,,True
diag_1,151,52,52,3,49,0.057692307692307696,,,,True
diag_1,924,51,51,5,46,0.09803921568627451,,,,True
diag_1,716,50,49,5,45,0.1,,,,True
diag_1,332,50,48,7,43,0.14,,,,True
diag_1,550,50,49,5,45,0.1,,,,True
diag_1,555,49,47,3,46,0.061224489795918366,,,,True
diag_1,275,49,49,4,45,0.08163265306122448,,,,True
diag_1,311,49,49,1,48,0.02040816326530612,,,,True
diag_1,738,47,47,5,42,0.10638297872340426,,,,True
diag_1,620,46,42,1,45,0.021739130434782608,,,,True
diag_1,465,46,46,3,43,0.06521739130434782,,,,True
diag_1,253,46,45,4,42,0.08695652173913043,,,,True
diag_1,727,45,44,5,40,0.1111111111111111,,,,True
diag_1,220,45,45,3,42,0.06666666666666667,,,,True
diag_1,298,45,45,3,42,0.06666666666666667,,,,True
diag_1,822,45,44,5,40,0.1111111111111111,,,,True
diag_1,959,44,44,5,39,0.11363636363636363,,,,True
diag_1,596,43,43,3,40,0.06976744186046512,,,,True
diag_1,V54,43,43,1,42,0.023255813953488372,,,,True
diag_1,512,43,40,8,35,0.18604651162790697,,,,True
diag_1,9,43,42,2,41,0.046511627906976744,,,,True
diag_1,227,42,42,2,40,0.047619047619047616,,,,True
diag_1,965,42,41,7,35,0.16666666666666666,,,,True
diag_1,286,41,41,4,37,0.0975609756097561,,,,True
diag_1,70,41,36,6,35,0.14634146341463414,,,,True
diag_1,962,41,41,3,38,0.07317073170731707,,,,True
diag_1,V53,41,41,1,40,0.024390243902439025,,,,True
diag_1,293,40,39,5,35,0.125,,,,True
diag_1,519,40,40,5,35,0.125,,,,True
diag_1,155,40,40,3,37,0.075,,,,True
diag_1,556,39,35,2,37,0.05128205128205128,,,,True
diag_1,42,39,33,5,34,0.1282051282051282,,,,True
diag_1,922,39,38,6,33,0.15384615384615385,,,,True
diag_1,451,39,39,4,35,0.10256410256410256,,,,True
diag_1,788,38,38,6,32,0.15789473684210525,,,,True
diag_1,225,38,36,5,33,0.13157894736842105,,,,True
diag_1,514,37,35,8,29,0.21621621621621623,,,,True
diag_1,485,37,37,4,33,0.10810810810810811,,,,True
diag_1,340,36,24,7,29,0.19444444444444445,,,,True
diag_1,191,36,34,5,31,0.1388888888888889,,,,True
diag_1,573,35,35,3,32,0.08571428571428572,,,,True
diag_1,309,35,34,4,31,0.11428571428571428,,,,True
diag_1,604,34,33,4,30,0.11764705882352941,,,,True
diag_1,333,34,33,3,31,0.08823529411764706,,,,True
diag_1,277,33,25,4,29,0.12121212121212122,,,,True
diag_1,860,33,32,6,27,0.18181818181818182,,,,True
diag_1,421,32,30,6,26,0.1875,,,,True
diag_1,714,32,32,5,27,0.15625,,,,True
diag_1,659,32,32,1,31,0.03125,,,,True
diag_1,969,32,31,3,29,0.09375,,,,True
diag_1,442,31,31,3,28,0.0967741935483871,,,,True
diag_1,611,31,31,3,28,0.0967741935483871,,,,True
diag_1,478,31,30,5,26,0.16129032258064516,,,,True
diag_1,349,31,30,3,28,0.0967741935483871,,,,True
diag_1,492,30,28,3,27,0.1,,,,True
diag_1,516,30,29,4,26,0.13333333333333333,,,,True
diag_1,844,29,29,1,28,0.034482758620689655,,,,True
diag_1,239,29,29,7,22,0.2413793103448276,,,,True
diag_1,783,29,29,3,26,0.10344827586206896,,,,True
diag_1,351,29,29,1,28,0.034482758620689655,,,,True
diag_1,851,28,28,2,26,0.07142857142857142,,,,True
diag_1,510,28,28,1,27,0.03571428571428571,,,,True
diag_1,802,28,28,2,26,0.07142857142857142,,,,True
diag_1,429,28,28,4,24,0.14285714285714285,,,,True
diag_1,193,27,26,2,25,0.07407407407407407,,,,True
diag_1,304,27,27,0,27,0.0,,,,True
diag_1,233,27,27,1,26,0.037037037037037035,,,,True
diag_1,644,27,27,4,23,0.14814814814814814,,,,True
diag_1,568,27,27,3,24,0.1111111111111111,,,,True
diag_1,203,27,26,5,22,0.18518518518518517,,,,True
diag_1,801,26,26,1,25,0.038461538461538464,,,,True
diag_1,47,26,26,2,24,0.07692307692307693,,,,True
diag_1,658,26,26,2,24,0.07692307692307693,,,,True
diag_1,150,26,25,5,21,0.19230769230769232,,,,True
diag_1,135,25,21,0,25,0.0,,,,True
diag_1,283,25,25,1,24,0.04,,,,True
diag_1,522,25,25,0,25,0.0,,,,True
diag_1,305,25,25,2,23,0.08,,,,True
diag_1,183,25,24,3,22,0.12,,,,True
diag_1,661,25,25,0,25,0.0,,,,True
diag_1,396,25,25,5,20,0.2,,,,True
diag_1,794,24,24,2,22,0.08333333333333333,,,,True
diag_1,494,24,20,4,20,0.16666666666666666,,,,True
diag_1,307,24,22,3,21,0.125,,,,True
diag_1,710,24,24,2,22,0.08333333333333333,,,,True
diag_1,616,23,23,0,23,0.0,,,,True
diag_1,473,23,23,3,20,0.13043478260869565,,,,True
diag_1,825,23,23,2,21,0.08695652173913043,,,,True
diag_1,327,23,23,2,21,0.08695652173913043,,,,True
diag_1,999,23,23,2,21,0.08695652173913043,,,,True
diag_1,446,22,20,2,20,0.09090909090909091,,,,True
diag_1,252,22,21,2,20,0.09090909090909091,,,,True
diag_1,534,22,22,2,20,0.09090909090909091,,,,True
diag_1,621,21,21,0,21,0.0,,,,True
diag_1,255,21,20,4,17,0.19047619047619047,,,,True
diag_1,533,21,21,2,19,0.09523809523809523,,,,True
diag_1,693,21,21,2,19,0.09523809523809523,,,,True
diag_1,242,21,20,4,17,0.19047619047619047,,,,True
diag_1,196,21,21,3,18,0.14285714285714285,,,,True
diag_1,614,21,20,1,20,0.047619047619047616,,,,True
diag_1,527,21,20,1,20,0.047619047619047616,,,,True
diag_1,920,21,21,2,19,0.09523809523809523,,,,True
diag_1,235,21,21,1,20,0.047619047619047616,,,,True
diag_1,656,20,20,0,20,0.0,,,,True
diag_1,380,20,19,1,19,0.05,,,,True
diag_1,664,20,20,0,20,0.0,,,,True
diag_1,617,19,19,1,18,0.05263157894736842,,,,True
diag_1,338,19,16,6,13,0.3157894736842105,,,,True
diag_1,456,19,19,2,17,0.10526315789473684,,,,True
diag_1,586,18,18,5,13,0.2777777777777778,,,,True
diag_1,958,18,18,1,17,0.05555555555555555,,,,True
diag_1,627,18,18,1,17,0.05555555555555555,,,,True
diag_1,461,18,18,1,17,0.05555555555555555,,,,True
diag_1,591,17,17,2,15,0.11764705882352941,,,,True
diag_1,528,17,16,0,17,0.0,,,,True
diag_1,430,17,17,2,15,0.11764705882352941,,,,True
diag_1,607,17,17,1,16,0.058823529411764705,,,,True
diag_1,289,17,17,1,16,0.058823529411764705,,,,True
diag_1,355,17,17,1,16,0.058823529411764705,,,,True
diag_1,281,17,17,6,11,0.35294117647058826,,,,True
diag_1,205,17,17,1,16,0.058823529411764705,,,,True
diag_1,718,17,17,3,14,0.17647058823529413,,,,True
diag_1,226,17,17,0,17,0.0,,,,True
diag_1,204,16,13,7,9,0.4375,,,,True
diag_1,312,16,11,3,13,0.1875,,,,True
diag_1,601,16,16,0,16,0.0,,,,True
diag_1,480,16,16,1,15,0.0625,,,,True
diag_1,357,16,15,2,14,0.125,,,,True
diag_1,756,15,15,3,12,0.2,,,,True
diag_1,V56,15,15,0,15,0.0,,,,True
diag_1,Unknown,15,15,4,11,0.26666666666666666,,,,True
diag_1,581,15,15,2,13,0.13333333333333333,,,,True
diag_1,853,15,14,3,12,0.2,,,,True
diag_1,873,15,15,0,15,0.0,,,,True
diag_1,513,14,14,1,13,0.07142857142857142,,,,True
diag_1,251,14,14,2,12,0.14285714285714285,,,,True
diag_1,867,14,14,0,14,0.0,,,,True
diag_1,840,14,14,0,14,0.0,,,,True
diag_1,200,14,14,4,10,0.2857142857142857,,,,True
diag_1,736,14,14,2,12,0.14285714285714285,,,,True
diag_1,652,13,13,0,13,0.0,,,,True
diag_1,475,13,13,3,10,0.23076923076923078,,,,True
diag_1,378,13,13,0,13,0.0,,,,True
diag_1,680,13,13,1,12,0.07692307692307693,,,,True
diag_1,972,13,13,2,11,0.15384615384615385,,,,True
diag_1,594,13,13,2,11,0.15384615384615385,,,,True
diag_1,152,13,11,4,9,0.3076923076923077,,,,True
diag_1,358,12,11,5,7,0.4166666666666667,,,,True
diag_1,297,12,11,2,10,0.16666666666666666,,,,True
diag_1,199,12,12,3,9,0.25,,,,True
diag_1,368,12,12,2,10,0.16666666666666666,,,,True
diag_1,310,12,12,2,10,0.16666666666666666,,,,True
diag_1,847,12,12,1,11,0.08333333333333333,,,,True
diag_1,156,12,12,1,11,0.08333333333333333,,,,True
diag_1,660,12,12,1,11,0.08333333333333333,,,,True
diag_1,933,12,12,1,11,0.08333333333333333,,,,True
diag_1,725,11,10,0,11,0.0,,,,True
diag_1,457,11,9,4,7,0.36363636363636365,,,,True
diag_1,521,11,11,0,11,0.0,,,,True
diag_1,3,11,11,0,11,0.0,,,,True
diag_1,945,11,11,0,11,0.0,,,,True
diag_1,843,11,11,0,11,0.0,,,,True
diag_1,892,11,11,0,11,0.0,,,,True
diag_1,935,11,11,1,10,0.09090909090909091,,,,True
diag_1,158,11,10,1,10,0.09090909090909091,,,,True
diag_1,376,10,9,1,9,0.1,,,,True
diag_1,845,10,10,0,10,0.0,,,,True
diag_1,861,10,10,1,9,0.1,,,,True
diag_1,646,10,9,3,7,0.3,,,,True
diag_1,810,10,10,0,10,0.0,,,,True
diag_1,35,10,10,0,10,0.0,,,,True
diag_1,350,10,10,3,7,0.3,,,,True
diag_1,171,10,10,2,8,0.2,,,,True
diag_1,695,10,10,1,9,0.1,,,,True
diag_1,891,10,10,0,10,0.0,,,,True
diag_1,967,10,10,2,8,0.2,,,,True
diag_1,565,10,10,0,10,0.0,,,,True
diag_1,462,10,10,0,10,0.0,,,,True
diag_1,705,10,9,1,9,0.1,,,,True
diag_1,989,10,10,1,9,0.1,,,,True
diag_1,244,10,10,0,10,0.0,,,,True
diag_1,323,10,10,0,10,0.0,,,,True
diag_1,54,10,10,1,9,0.1,,,,True
diag_1,882,10,10,1,9,0.1,,,,True
diag_1,992,9,9,0,9,0.0,,,,True
diag_1,88,9,9,1,8,0.1111111111111111,,,,True
diag_1,952,9,9,1,8,0.1111111111111111,,,,True
diag_1,641,9,8,0,9,0.0,,,,True
diag_1,V71,9,9,0,9,0.0,,,,True
diag_1,5,9,9,1,8,0.1111111111111111,,,,True
diag_1,541,9,9,1,8,0.1111111111111111,,,,True
diag_1,394,9,9,1,8,0.1111111111111111,,,,True
diag_1,263,9,9,4,5,0.4444444444444444,,,,True
diag_1,464,9,8,2,7,0.2222222222222222,,,,True
diag_1,337,9,9,0,9,0.0,,,,True
diag_1,184,9,9,0,9,0.0,,,,True
diag_1,230,9,9,1,8,0.1111111111111111,,,,True
diag_1,354,9,9,1,8,0.1111111111111111,,,,True
diag_1,383,9,9,1,8,0.1111111111111111,,,,True
diag_1,306,9,9,1,8,0.1111111111111111,,,,True
diag_1,161,9,9,1,8,0.1111111111111111,,,,True
diag_1,11,9,9,0,9,0.0,,,,True
diag_1,117,8,8,0,8,0.0,,,,True
diag_1,588,8,8,2,6,0.25,,,,True
diag_1,78,8,8,0,8,0.0,,,,True
diag_1,864,8,8,0,8,0.0,,,,True
diag_1,816,8,8,0,8,0.0,,,,True
diag_1,831,8,8,0,8,0.0,,,,True
diag_1,342,8,8,0,8,0.0,,,,True
diag_1,41,8,8,0,8,0.0,,,,True
diag_1,551,8,8,1,7,0.125,,,,True
diag_1,708,8,8,0,8,0.0,,,,True
diag_1,977,8,8,0,8,0.0,,,,True
diag_1,968,8,8,1,7,0.125,,,,True
diag_1,212,8,8,0,8,0.0,,,,True
diag_1,970,8,8,0,8,0.0,,,,True
diag_1,163,7,7,0,7,0.0,,,,True
diag_1,454,7,7,0,7,0.0,,,,True
diag_1,663,7,7,0,7,0.0,,,,True
diag_1,579,7,7,0,7,0.0,,,,True
